timestamp,pump,sensor,env,soil_moisture,watering_amount_ml
2025-03-06 06:00:00,2,2,INDOOR,1410,0
2025-03-06 06:00:00,1,1,INDOOR,1433,0
2025-03-06 07:00:00,2,2,INDOOR,1852,20
2025-03-06 07:00:00,1,1,INDOOR,1869,20
2025-03-06 08:00:00,1,1,INDOOR,1552,20
2025-03-06 08:00:00,2,2,INDOOR,1564,20
2025-03-06 09:00:00,2,2,INDOOR,1602,20
2025-03-06 09:00:00,1,1,INDOOR,1619,20
2025-03-06 10:00:00,2,2,INDOOR,1646,20
2025-03-06 10:00:00,1,1,INDOOR,1683,20
2025-03-06 11:00:00,1,1,INDOOR,1346,0
2025-03-06 11:00:00,2,2,INDOOR,1302,0
2025-03-06 12:00:00,1,1,INDOOR,1396,0
2025-03-06 12:00:00,2,2,INDOOR,1363,0
2025-03-06 13:00:00,1,1,INDOOR,1446,0
2025-03-06 13:00:00,2,2,INDOOR,1435,0
2025-03-06 14:00:00,1,1,INDOOR,1873,20
2025-03-06 14:00:00,2,2,INDOOR,1889,20
2025-03-06 15:00:00,1,1,INDOOR,1573,20
2025-03-06 15:00:00,2,2,INDOOR,1589,20
2025-03-06 16:00:00,2,2,INDOOR,1623,20
2025-03-06 16:00:00,1,1,INDOOR,1629,20
2025-03-06 17:00:00,2,2,INDOOR,1574,20
2025-03-06 17:00:00,1,1,INDOOR,1613,20
2025-03-07 05:00:00,1,1,INDOOR,2978,100
2025-03-07 05:00:00,2,2,INDOOR,2992,100
2025-03-07 06:00:00,1,1,INDOOR,1324,0
2025-03-07 06:00:00,2,2,INDOOR,1299,0
2025-03-07 07:00:00,2,2,INDOOR,1374,0
2025-03-07 07:00:00,1,1,INDOOR,1347,0
2025-03-07 08:00:00,1,1,INDOOR,1759,20
2025-03-07 08:00:00,2,2,INDOOR,1794,20
2025-03-07 09:00:00,2,2,INDOOR,1459,0
2025-03-07 09:00:00,1,1,INDOOR,1415,0
2025-03-07 10:00:00,1,1,INDOOR,1509,20
2025-03-07 10:00:00,2,2,INDOOR,1538,20
2025-03-07 11:00:00,2,2,INDOOR,1525,20
2025-03-07 11:00:00,1,1,INDOOR,1540,20
2025-03-07 12:00:00,2,2,INDOOR,1225,0
2025-03-07 12:00:00,1,1,INDOOR,1215,0
2025-03-07 13:00:00,1,1,INDOOR,1275,0
2025-03-07 13:00:00,2,2,INDOOR,1245,0
2025-03-07 14:00:00,1,1,INDOOR,1325,0
2025-03-07 14:00:00,2,2,INDOOR,1312,0
2025-03-07 15:00:00,1,1,INDOOR,1689,20
2025-03-07 15:00:00,2,2,INDOOR,1701,20
2025-03-07 16:00:00,1,1,INDOOR,1389,0
2025-03-07 16:00:00,2,2,INDOOR,1408,0
2025-03-07 17:00:00,1,1,INDOOR,1439,0
2025-03-07 17:00:00,2,2,INDOOR,1405,0
2025-03-08 05:00:00,2,2,INDOOR,3045,100
2025-03-08 05:00:00,1,1,INDOOR,3087,100
2025-03-08 06:00:00,2,2,INDOOR,1626,20
2025-03-08 06:00:00,1,1,INDOOR,1644,20
2025-03-08 07:00:00,2,2,INDOOR,1326,0
2025-03-08 07:00:00,1,1,INDOOR,1296,0
2025-03-08 08:00:00,2,2,INDOOR,1376,0
2025-03-08 08:00:00,1,1,INDOOR,1402,0
2025-03-08 09:00:00,2,2,INDOOR,1426,0
2025-03-08 09:00:00,1,1,INDOOR,1406,0
2025-03-08 10:00:00,1,1,INDOOR,1065,0
2025-03-08 10:00:00,2,2,INDOOR,1090,0
2025-03-08 11:00:00,1,1,INDOOR,1708,20
2025-03-08 11:00:00,2,2,INDOOR,1713,20
2025-03-08 12:00:00,1,1,INDOOR,1408,0
2025-03-08 12:00:00,2,2,INDOOR,1452,0
2025-03-08 13:00:00,1,1,INDOOR,1458,0
2025-03-08 13:00:00,2,2,INDOOR,1479,0
2025-03-08 14:00:00,1,1,INDOOR,1560,20
2025-03-08 14:00:00,2,2,INDOOR,1538,20
2025-03-08 15:00:00,1,1,INDOOR,1260,0
2025-03-08 15:00:00,2,2,INDOOR,1231,0
2025-03-08 16:00:00,1,1,INDOOR,1310,0
2025-03-08 16:00:00,2,2,INDOOR,1270,0
2025-03-08 17:00:00,1,1,INDOOR,1360,0
2025-03-08 17:00:00,2,2,INDOOR,1371,0
2025-03-09 05:00:00,1,1,INDOOR,3218,100
2025-03-09 05:00:00,2,2,INDOOR,3252,100
2025-03-09 06:00:00,1,1,INDOOR,1366,0
2025-03-09 06:00:00,2,2,INDOOR,1415,0
2025-03-09 07:00:00,1,1,INDOOR,1416,0
2025-03-09 07:00:00,2,2,INDOOR,1395,0
2025-03-09 08:00:00,1,1,INDOOR,1466,0
2025-03-09 08:00:00,2,2,INDOOR,1453,0
2025-03-09 09:00:00,1,1,INDOOR,1374,0
2025-03-09 09:00:00,2,2,INDOOR,1345,0
2025-03-09 10:00:00,1,1,INDOOR,1807,20
2025-03-09 10:00:00,2,2,INDOOR,1772,20
2025-03-09 11:00:00,2,2,INDOOR,1507,20
2025-03-09 11:00:00,1,1,INDOOR,1489,0
2025-03-09 12:00:00,1,1,INDOOR,1557,20
2025-03-09 12:00:00,2,2,INDOOR,1524,20
2025-03-09 13:00:00,2,2,INDOOR,1598,20
2025-03-09 13:00:00,1,1,INDOOR,1621,20
2025-03-09 14:00:00,1,1,INDOOR,1298,0
2025-03-09 14:00:00,2,2,INDOOR,1258,0
2025-03-09 15:00:00,1,1,INDOOR,1348,0
2025-03-09 15:00:00,2,2,INDOOR,1354,0
2025-03-09 16:00:00,1,1,INDOOR,1398,0
2025-03-09 16:00:00,2,2,INDOOR,1403,0
2025-03-09 17:00:00,1,1,INDOOR,1515,20
2025-03-09 17:00:00,2,2,INDOOR,1500,20
2025-03-10 05:00:00,2,2,INDOOR,2632,100
2025-03-10 05:00:00,1,1,INDOOR,2658,100
2025-03-10 06:00:00,2,2,INDOOR,1265,0
2025-03-10 06:00:00,1,1,INDOOR,1295,0
2025-03-10 07:00:00,2,2,INDOOR,1315,0
2025-03-10 07:00:00,1,1,INDOOR,1281,0
2025-03-10 08:00:00,1,1,INDOOR,1160,0
2025-03-10 08:00:00,2,2,INDOOR,1154,0
2025-03-10 09:00:00,2,2,INDOOR,1913,20
2025-03-10 09:00:00,1,1,INDOOR,1900,20
2025-03-10 10:00:00,2,2,INDOOR,1613,20
2025-03-10 10:00:00,1,1,INDOOR,1575,20
2025-03-10 11:00:00,2,2,INDOOR,1663,20
2025-03-10 11:00:00,1,1,INDOOR,1617,20
2025-03-10 12:00:00,2,2,INDOOR,1701,20
2025-03-10 12:00:00,1,1,INDOOR,1654,20
2025-03-10 13:00:00,2,2,INDOOR,1401,0
2025-03-10 13:00:00,1,1,INDOOR,1407,0
2025-03-10 14:00:00,2,2,INDOOR,1451,0
2025-03-10 14:00:00,1,1,INDOOR,1438,0
2025-03-10 15:00:00,1,1,INDOOR,1634,20
2025-03-10 15:00:00,2,2,INDOOR,1616,20
2025-03-10 16:00:00,1,1,INDOOR,1334,0
2025-03-10 16:00:00,2,2,INDOOR,1293,0
2025-03-10 17:00:00,2,2,INDOOR,1384,0
2025-03-10 17:00:00,1,1,INDOOR,1367,0
2025-03-11 05:00:00,2,2,INDOOR,2510,100
2025-03-11 05:00:00,1,1,INDOOR,2547,100
2025-03-11 06:00:00,2,2,INDOOR,1346,0
2025-03-11 06:00:00,1,1,INDOOR,1384,0
2025-03-11 07:00:00,1,1,INDOOR,1836,20
2025-03-11 07:00:00,2,2,INDOOR,1787,20
2025-03-11 08:00:00,1,1,INDOOR,1536,20
2025-03-11 08:00:00,2,2,INDOOR,1569,20
2025-03-11 09:00:00,2,2,INDOOR,1586,20
2025-03-11 09:00:00,1,1,INDOOR,1597,20
2025-03-11 10:00:00,2,2,INDOOR,1633,20
2025-03-11 10:00:00,1,1,INDOOR,1654,20
2025-03-11 11:00:00,1,1,INDOOR,1333,0
2025-03-11 11:00:00,2,2,INDOOR,1349,0
2025-03-11 12:00:00,1,1,INDOOR,1383,0
2025-03-11 12:00:00,2,2,INDOOR,1430,0
2025-03-11 13:00:00,2,2,INDOOR,1433,0
2025-03-11 13:00:00,1,1,INDOOR,1432,0
2025-03-11 14:00:00,1,1,INDOOR,1754,20
2025-03-11 14:00:00,2,2,INDOOR,1792,20
2025-03-11 15:00:00,2,2,INDOOR,1454,0
2025-03-11 15:00:00,1,1,INDOOR,1470,0
2025-03-11 16:00:00,2,2,INDOOR,1504,20
2025-03-11 16:00:00,1,1,INDOOR,1472,0
2025-03-11 17:00:00,2,2,INDOOR,1540,20
2025-03-11 17:00:00,1,1,INDOOR,1527,20
2025-03-12 05:00:00,2,2,INDOOR,2010,50
2025-03-12 05:00:00,1,1,INDOOR,2021,50
2025-03-12 06:00:00,1,1,INDOOR,1290,0
2025-03-12 06:00:00,2,2,INDOOR,1308,0
2025-03-12 07:00:00,2,2,INDOOR,1340,0
2025-03-12 07:00:00,1,1,INDOOR,1339,0
2025-03-12 08:00:00,2,2,INDOOR,1602,20
2025-03-12 08:00:00,1,1,INDOOR,1583,20
2025-03-12 09:00:00,2,2,INDOOR,1302,0
2025-03-12 09:00:00,1,1,INDOOR,1351,0
2025-03-12 10:00:00,2,2,INDOOR,1352,0
2025-03-12 10:00:00,1,1,INDOOR,1355,0
2025-03-12 11:00:00,1,1,INDOOR,1402,0
2025-03-12 11:00:00,2,2,INDOOR,1353,0
2025-03-12 12:00:00,1,1,INDOOR,1415,0
2025-03-12 12:00:00,2,2,INDOOR,1447,0
2025-03-12 13:00:00,1,1,INDOOR,1854,20
2025-03-12 13:00:00,2,2,INDOOR,1827,20
2025-03-12 14:00:00,2,2,INDOOR,1554,20
2025-03-12 14:00:00,1,1,INDOOR,1531,20
2025-03-12 15:00:00,2,2,INDOOR,1604,20
2025-03-12 15:00:00,1,1,INDOOR,1637,20
2025-03-12 16:00:00,1,1,INDOOR,1711,20
2025-03-12 16:00:00,2,2,INDOOR,1737,20
2025-03-12 17:00:00,2,2,INDOOR,1411,0
2025-03-12 17:00:00,1,1,INDOOR,1364,0
2025-03-13 05:00:00,2,2,INDOOR,2665,100
2025-03-13 05:00:00,1,1,INDOOR,2714,100
2025-03-13 06:00:00,1,1,INDOOR,1550,20
2025-03-13 06:00:00,2,2,INDOOR,1558,20
2025-03-13 07:00:00,2,2,INDOOR,1250,0
2025-03-13 07:00:00,1,1,INDOOR,1257,0
2025-03-13 08:00:00,2,2,INDOOR,1300,0
2025-03-13 08:00:00,1,1,INDOOR,1298,0
2025-03-13 09:00:00,2,2,INDOOR,1350,0
2025-03-13 09:00:00,1,1,INDOOR,1307,0
2025-03-13 10:00:00,2,2,INDOOR,1796,20
2025-03-13 10:00:00,1,1,INDOOR,1810,20
2025-03-13 11:00:00,2,2,INDOOR,1496,0
2025-03-13 11:00:00,1,1,INDOOR,1493,0
2025-03-13 12:00:00,1,1,INDOOR,1546,20
2025-03-13 12:00:00,2,2,INDOOR,1556,20
2025-03-13 13:00:00,2,2,INDOOR,1739,20
2025-03-13 13:00:00,1,1,INDOOR,1713,20
2025-03-13 14:00:00,1,1,INDOOR,1439,0
2025-03-13 14:00:00,2,2,INDOOR,1445,0
2025-03-13 15:00:00,2,2,INDOOR,1489,0
2025-03-13 15:00:00,1,1,INDOOR,1513,20
2025-03-13 16:00:00,2,2,INDOOR,1581,20
2025-03-13 16:00:00,1,1,INDOOR,1618,20
2025-03-13 17:00:00,2,2,INDOOR,1281,0
2025-03-13 17:00:00,1,1,INDOOR,1242,0
2025-03-14 05:00:00,1,1,INDOOR,2967,100
2025-03-14 05:00:00,2,2,INDOOR,2972,100
2025-03-14 06:00:00,1,1,INDOOR,1381,0
2025-03-14 06:00:00,2,2,INDOOR,1346,0
2025-03-14 07:00:00,1,1,INDOOR,1786,20
2025-03-14 07:00:00,2,2,INDOOR,1737,20
2025-03-14 08:00:00,1,1,INDOOR,1486,0
2025-03-14 08:00:00,2,2,INDOOR,1456,0
2025-03-14 09:00:00,2,2,INDOOR,1536,20
2025-03-14 09:00:00,1,1,INDOOR,1497,0
2025-03-14 10:00:00,2,2,INDOOR,1589,20
2025-03-14 10:00:00,1,1,INDOOR,1591,20
2025-03-14 11:00:00,2,2,INDOOR,1289,0
2025-03-14 11:00:00,1,1,INDOOR,1336,0
2025-03-14 12:00:00,2,2,INDOOR,1339,0
2025-03-14 12:00:00,1,1,INDOOR,1306,0
2025-03-14 13:00:00,2,2,INDOOR,1389,0
2025-03-14 13:00:00,1,1,INDOOR,1409,0
2025-03-14 14:00:00,1,1,INDOOR,1722,20
2025-03-14 14:00:00,2,2,INDOOR,1737,20
2025-03-14 15:00:00,1,1,INDOOR,1422,0
2025-03-14 15:00:00,2,2,INDOOR,1448,0
2025-03-14 16:00:00,1,1,INDOOR,1472,0
2025-03-14 16:00:00,2,2,INDOOR,1472,0
2025-03-14 17:00:00,1,1,INDOOR,1672,20
2025-03-14 17:00:00,2,2,INDOOR,1641,20
2025-03-15 05:00:00,1,1,INDOOR,3120,100
2025-03-15 05:00:00,2,2,INDOOR,3139,100
2025-03-15 06:00:00,1,1,INDOOR,1422,0
2025-03-15 06:00:00,2,2,INDOOR,1388,0
2025-03-15 07:00:00,1,1,INDOOR,1472,0
2025-03-15 07:00:00,2,2,INDOOR,1441,0
2025-03-15 08:00:00,2,2,INDOOR,1695,20
2025-03-15 08:00:00,1,1,INDOOR,1737,20
2025-03-15 09:00:00,2,2,INDOOR,1395,0
2025-03-15 09:00:00,1,1,INDOOR,1392,0
2025-03-15 10:00:00,2,2,INDOOR,1445,0
2025-03-15 10:00:00,1,1,INDOOR,1438,0
2025-03-15 11:00:00,2,2,INDOOR,1495,0
2025-03-15 11:00:00,1,1,INDOOR,1504,20
2025-03-15 12:00:00,2,2,INDOOR,1935,20
2025-03-15 12:00:00,1,1,INDOOR,1961,20
2025-03-15 13:00:00,2,2,INDOOR,1635,20
2025-03-15 13:00:00,1,1,INDOOR,1644,20
2025-03-15 14:00:00,2,2,INDOOR,1685,20
2025-03-15 14:00:00,1,1,INDOOR,1711,20
2025-03-15 15:00:00,1,1,INDOOR,1561,20
2025-03-15 15:00:00,2,2,INDOOR,1536,20
2025-03-15 16:00:00,2,2,INDOOR,1261,0
2025-03-15 16:00:00,1,1,INDOOR,1261,0
2025-03-15 17:00:00,2,2,INDOOR,1311,0
2025-03-15 17:00:00,1,1,INDOOR,1267,0
2025-03-16 05:00:00,2,2,INDOOR,2675,100
2025-03-16 05:00:00,1,1,INDOOR,2641,100
2025-03-16 06:00:00,2,2,INDOOR,1642,20
2025-03-16 06:00:00,1,1,INDOOR,1687,20
2025-03-16 07:00:00,1,1,INDOOR,1342,0
2025-03-16 07:00:00,2,2,INDOOR,1293,0
2025-03-16 08:00:00,1,1,INDOOR,1392,0
2025-03-16 08:00:00,2,2,INDOOR,1408,0
2025-03-16 09:00:00,1,1,INDOOR,1442,0
2025-03-16 09:00:00,2,2,INDOOR,1414,0
2025-03-16 10:00:00,2,2,INDOOR,1989,20
2025-03-16 10:00:00,1,1,INDOOR,1991,20
2025-03-16 11:00:00,1,1,INDOOR,1689,20
2025-03-16 11:00:00,2,2,INDOOR,1707,20
2025-03-16 12:00:00,1,1,INDOOR,1739,20
2025-03-16 12:00:00,2,2,INDOOR,1765,20
2025-03-16 13:00:00,1,1,INDOOR,1670,20
2025-03-16 13:00:00,2,2,INDOOR,1642,20
2025-03-16 14:00:00,1,1,INDOOR,1370,0
2025-03-16 14:00:00,2,2,INDOOR,1398,0
2025-03-16 15:00:00,1,1,INDOOR,1420,0
2025-03-16 15:00:00,2,2,INDOOR,1397,0
2025-03-16 16:00:00,1,1,INDOOR,1470,0
2025-03-16 16:00:00,2,2,INDOOR,1449,0
2025-03-16 17:00:00,1,1,INDOOR,1843,20
2025-03-16 17:00:00,2,2,INDOOR,1815,20
2025-03-17 05:00:00,1,1,INDOOR,2539,100
2025-03-17 05:00:00,2,2,INDOOR,2519,100
2025-03-17 06:00:00,2,2,INDOOR,1593,20
2025-03-17 06:00:00,1,1,INDOOR,1623,20
2025-03-17 07:00:00,1,1,INDOOR,1584,20
2025-03-17 07:00:00,2,2,INDOOR,1632,20
2025-03-17 08:00:00,1,1,INDOOR,1284,0
2025-03-17 08:00:00,2,2,INDOOR,1311,0
2025-03-17 09:00:00,1,1,INDOOR,1334,0
2025-03-17 09:00:00,2,2,INDOOR,1339,0
2025-03-17 10:00:00,2,2,INDOOR,1384,0
2025-03-17 10:00:00,1,1,INDOOR,1356,0
2025-03-17 11:00:00,1,1,INDOOR,1585,20
2025-03-17 11:00:00,2,2,INDOOR,1554,20
2025-03-17 12:00:00,1,1,INDOOR,1285,0
2025-03-17 12:00:00,2,2,INDOOR,1282,0
2025-03-17 13:00:00,1,1,INDOOR,1335,0
2025-03-17 13:00:00,2,2,INDOOR,1294,0
2025-03-17 14:00:00,1,1,INDOOR,1385,0
2025-03-17 14:00:00,2,2,INDOOR,1419,0
2025-03-17 15:00:00,1,1,INDOOR,1841,20
2025-03-17 15:00:00,2,2,INDOOR,1834,20
2025-03-17 16:00:00,2,2,INDOOR,1541,20
2025-03-17 16:00:00,1,1,INDOOR,1536,20
2025-03-17 17:00:00,1,1,INDOOR,1591,20
2025-03-17 17:00:00,2,2,INDOOR,1615,20
2025-03-18 05:00:00,1,1,INDOOR,2153,50
2025-03-18 05:00:00,2,2,INDOOR,2103,50
2025-03-18 06:00:00,1,1,INDOOR,1410,0
2025-03-18 06:00:00,2,2,INDOOR,1379,0
2025-03-18 07:00:00,1,1,INDOOR,1460,0
2025-03-18 07:00:00,2,2,INDOOR,1457,0
2025-03-18 08:00:00,2,2,INDOOR,1644,20
2025-03-18 08:00:00,1,1,INDOOR,1636,20
2025-03-18 09:00:00,1,1,INDOOR,1344,0
2025-03-18 09:00:00,2,2,INDOOR,1320,0
2025-03-18 10:00:00,1,1,INDOOR,1394,0
2025-03-18 10:00:00,2,2,INDOOR,1405,0
2025-03-18 11:00:00,1,1,INDOOR,1444,0
2025-03-18 11:00:00,2,2,INDOOR,1483,0
2025-03-18 12:00:00,1,1,INDOOR,1603,20
2025-03-18 12:00:00,2,2,INDOOR,1596,20
2025-03-18 13:00:00,2,2,INDOOR,1303,0
2025-03-18 13:00:00,1,1,INDOOR,1301,0
2025-03-18 14:00:00,2,2,INDOOR,1353,0
2025-03-18 14:00:00,1,1,INDOOR,1312,0
2025-03-18 15:00:00,2,2,INDOOR,1403,0
2025-03-18 15:00:00,1,1,INDOOR,1443,0
2025-03-18 16:00:00,2,2,INDOOR,1508,20
2025-03-18 16:00:00,1,1,INDOOR,1515,20
2025-03-18 17:00:00,2,2,INDOOR,1208,0
2025-03-18 17:00:00,1,1,INDOOR,1186,0
2025-03-19 05:00:00,1,1,INDOOR,2156,50
2025-03-19 05:00:00,2,2,INDOOR,2109,50
2025-03-19 06:00:00,2,2,INDOOR,1308,0
2025-03-19 06:00:00,1,1,INDOOR,1354,0
2025-03-19 07:00:00,1,1,INDOOR,1214,0
2025-03-19 07:00:00,2,2,INDOOR,1222,0
2025-03-19 08:00:00,1,1,INDOOR,1252,0
2025-03-19 08:00:00,2,2,INDOOR,1262,0
2025-03-19 09:00:00,1,1,INDOOR,1539,20
2025-03-19 09:00:00,2,2,INDOOR,1504,20
2025-03-19 10:00:00,1,1,INDOOR,1239,0
2025-03-19 10:00:00,2,2,INDOOR,1239,0
2025-03-19 11:00:00,1,1,INDOOR,1289,0
2025-03-19 11:00:00,2,2,INDOOR,1286,0
2025-03-19 12:00:00,1,1,INDOOR,1339,0
2025-03-19 12:00:00,2,2,INDOOR,1365,0
2025-03-19 13:00:00,2,2,INDOOR,1519,20
2025-03-19 13:00:00,1,1,INDOOR,1475,0
2025-03-19 14:00:00,2,2,INDOOR,1219,0
2025-03-19 14:00:00,1,1,INDOOR,1203,0
2025-03-19 15:00:00,2,2,INDOOR,1269,0
2025-03-19 15:00:00,1,1,INDOOR,1313,0
2025-03-19 16:00:00,1,1,INDOOR,1319,0
2025-03-19 16:00:00,2,2,INDOOR,1363,0
2025-03-19 17:00:00,1,1,INDOOR,1062,0
2025-03-19 17:00:00,2,2,INDOOR,1034,0
2025-03-20 05:00:00,1,1,INDOOR,2894,100
2025-03-20 05:00:00,2,2,INDOOR,2912,100
2025-03-20 06:00:00,1,1,INDOOR,1655,20
